Death No.,Season,Episode,Victim_Allegiance,Character_ID,Character_Name,Victim,Method,Location,Victim URL,Location_ID
1445,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1446,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1447,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1448,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1449,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1450,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1451,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1452,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1453,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1454,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1455,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1456,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1457,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1458,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1459,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1460,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1461,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1462,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1463,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1464,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1465,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1466,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1467,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1468,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1469,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1470,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1471,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1472,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1473,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1474,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1475,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1476,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1477,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1478,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1479,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1480,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1481,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1482,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1483,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1484,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1485,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1486,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1487,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1488,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1489,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1490,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1491,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1492,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1493,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1494,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1495,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1496,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1497,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1498,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1499,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1500,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1501,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1502,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1503,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1504,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1505,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1506,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1507,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1508,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1509,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1510,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1511,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1512,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1513,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1514,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1515,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1516,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1517,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1518,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1519,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1520,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1521,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1522,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1523,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1524,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1525,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1526,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1527,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1528,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1529,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1530,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1531,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1532,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1533,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1534,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1535,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1536,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1537,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1538,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1539,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1540,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1541,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1542,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1543,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1544,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1545,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1546,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1547,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1548,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1549,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1550,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1551,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1552,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1553,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1554,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1555,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1556,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1557,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1558,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1559,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1560,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1561,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1562,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1563,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1564,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1565,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1566,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1567,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1568,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1569,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1570,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1571,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1572,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1573,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1574,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1575,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1576,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1577,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1578,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1579,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1580,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1581,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1582,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1583,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1584,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1585,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1586,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1587,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1588,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1589,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1590,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1591,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1592,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1593,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1594,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1595,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1596,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1597,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1598,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1599,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1600,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1601,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1602,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1603,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1604,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1605,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1606,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1607,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1608,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1609,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1610,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1611,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1612,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1613,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1614,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1615,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1616,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1617,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1618,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1619,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1620,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1621,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1622,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1623,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1624,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1625,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1626,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1627,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1628,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1629,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
1630,8,5,House Lannister,CH044,Daenerys Targaryen,Golden Company soldier,Dragonfire (Dragon),King's Landing,,
