Death_No.,Season,Episode,Character_ID,Victim_House,Character_Name,Victim,Victim_URL,Method,Location,Location_ID
1406,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1407,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1408,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1409,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1410,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1411,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1412,8,5,CH044,House Lannister,Daenerys Targaryen,Stark Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Stark_Soldier.png,Dragonfire,King's Landing,LOC021
1413,8,5,CH044,House Lannister,Daenerys Targaryen,King's Landing Citizen,https://github.com/MrAnderson-Data/got-tableau-dashboard/blob/main/images/characters/Kraznys_mo_Nakloz.png,Dragonfire,King's Landing,LOC021
1414,8,5,CH044,House Lannister,Daenerys Targaryen,King's Landing Citizen,https://github.com/MrAnderson-Data/got-tableau-dashboard/blob/main/images/characters/Kraznys_mo_Nakloz.png,Dragonfire,King's Landing,LOC021
1415,8,5,CH044,House Lannister,Daenerys Targaryen,King's Landing Citizen,https://github.com/MrAnderson-Data/got-tableau-dashboard/blob/main/images/characters/Kraznys_mo_Nakloz.png,Dragonfire,King's Landing,LOC021
1416,8,5,CH044,House Lannister,Daenerys Targaryen,King's Landing Citizen,https://github.com/MrAnderson-Data/got-tableau-dashboard/blob/main/images/characters/Kraznys_mo_Nakloz.png,Dragonfire,King's Landing,LOC021
1417,8,5,CH044,House Lannister,Daenerys Targaryen,King's Landing Citizen,https://github.com/MrAnderson-Data/got-tableau-dashboard/blob/main/images/characters/Kraznys_mo_Nakloz.png,Dragonfire,King's Landing,LOC021
1418,8,5,CH044,House Lannister,Daenerys Targaryen,King's Landing Citizen,https://github.com/MrAnderson-Data/got-tableau-dashboard/blob/main/images/characters/Kraznys_mo_Nakloz.png,Dragonfire,King's Landing,LOC021
1419,8,5,CH044,House Lannister,Daenerys Targaryen,Greyjoy Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Greyjoy_Soldier.png,Dragonfire,King's Landing,LOC021
1420,8,5,CH044,House Lannister,Daenerys Targaryen,Greyjoy Soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Greyjoy_Soldier.png,Dragonfire,King's Landing,LOC021
1421,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1422,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1423,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1424,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1425,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1426,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1427,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1428,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1429,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1430,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1431,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1432,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1433,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1434,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1435,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1436,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1437,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1438,8,5,CH044,House Lannister,Daenerys Targaryen,Lannister soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Lannister_Soldier.png,Dragonfire,King's Landing,LOC021
1439,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company horse,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/Horse.png,Dragonfire,King's Landing,LOC021
1440,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1441,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1442,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1443,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1444,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1445,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1446,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1447,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1448,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1449,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1450,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1451,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1452,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1453,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1454,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1455,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1456,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1457,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1458,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1459,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1460,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1461,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1462,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1463,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1464,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1465,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1466,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1467,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1468,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1469,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1470,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1471,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1472,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1473,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1474,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1475,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1476,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1477,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1478,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1479,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1480,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1481,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1482,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1483,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1484,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1485,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1486,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1487,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1488,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
1489,8,5,CH044,House Lannister,Daenerys Targaryen,Golden Company soldier,https://raw.githubusercontent.com/MrAnderson-Data/got-tableau-dashboard/main/images/characters/NotAvailable.png,Dragonfire,King's Landing,LOC021
